Func_id	Func_name	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen01_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen03_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen04_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen05_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen06_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen07_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen10_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen12_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen14_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen15_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen16_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen17_06102014_R1
KO:K16708	amylovoran biosynthesis protein AmsC	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16709	amylovoran biosynthesis protein AmsF	0	0	0	0	0	4	0	0	3	0	0	0
KO:K16710	colanic acid/amylovoran biosynthesis protein	132	113	93	159	65	127	34	30	62	29	229	101
KO:K16711	colanic acid biosynthesis protein WcaM	5	0	0	3	0	0	0	0	0	0	0	0
KO:K16712	EPS I polysaccharide export inner membrane protein EpsE	0	0	0	0	0	2	0	0	0	0	0	0
KO:K16713	EPS I polysaccharide export inner membrane protein EpsF	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16714	anastral spindle 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16715	anastral spindle 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16716	asterless	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16717	centrosomal protein CEP97	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16718	centrosomin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16719	regulatory NSL complex subunit 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16720	reduction in cnn dots 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16721	reduction in cnn dots 4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16722	spindle-defective protein 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16723	M-phase inducer phosphatase [EC:3.1.3.48]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16724	SCL-interrupting locus protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16725	centrosomal protein CEP192	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16726	ankyrin repeat domain-containing protein 17	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16727	Rho guanine nucleotide exchange factor 10	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16728	centrosomal protein CEP152	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16729	cysteine and histidine-rich domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16730	cysteine and histidine-rich domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16731	golgin subfamily A member 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16732	protein regulator of cytokinesis 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16733	Rac GTPase-activating protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16734	SAC3 domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16735	integrin beta-1-binding protein 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16736	bantam	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16737	protein ZNF365	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16738	nuclear distribution protein NudE	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16739	nuclear distribution protein NudE-like 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16740	jouberin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16741	alstrom syndrome protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16742	ADP-ribosylation factor-like protein 2-binding protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16743	abnormal spindle-like microcephaly-associated protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16744	B9 domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16745	B9 domain-containing protein 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16746	Bardet-Biedl syndrome 1 protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16747	Bardet-Biedl syndrome 2 protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16748	Bardet-Biedl syndrome 5 protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16749	Bardet-Biedl syndrome 7 protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16750	biogenesis of lysosome-related organelles complex 1 subunit 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16751	C2 domain-containing protein 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16752	coiled-coil domain-containing protein 15	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16753	coiled-coil domain-containing protein 34	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16754	coiled-coil domain-containing protein 41	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16755	coiled-coil domain-containing protein 61	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16756	coiled-coil domain-containing protein 64	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16757	coiled-coil domain-containing protein 77	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16758	coiled-coil domain-containing protein 85B	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16759	coiled-coil domain-containing protein 102A	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16760	coiled-coil alpha-helical rod protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16761	centrosomal protein CEP44	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16762	centrosomal protein CEP57	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16763	centrosomal protein CEP63	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16764	centrosomal protein CEP68	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16765	centrosomal protein CEP78	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16766	centrosomal protein CEP85	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16767	centrosomal protein CEP112	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16768	centrosomal protein CEP350	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16769	cytoskeleton-associated protein 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16770	centriolin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16771	centrosome and spindle pole-associated protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16772	protein FAM161A	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16773	fragile-site associated tumor suppressor	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16774	IQ calmodulin-binding motif-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16775	M-phase phosphoprotein 9	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16776	neuron navigator 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16777	neuralized-like protein 4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16778	podoplanin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16779	Rab-3A-interacting protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16780	sjoegren syndrome nuclear autoantigen 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16781	tetratricopeptide repeat protein 8	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16782	neuralized-like protein 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16783	biotin transport system permease protein	63	30	15	21	32	38	0	46	27	2	47	44
KO:K16784	biotin transport system ATP-binding protein [EC:3.6.3.-]	36	20	29	16	8	38	10	6	23	0	34	88
KO:K16785	energy-coupling factor transport system permease protein	1730	806	1156	820	717	637	5748	1963	4153	2056	2773	1066
KO:K16786	energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	544	145	357	176	190	234	2313	1094	1943	877	647	133
KO:K16787	energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	2804	1814	2175	1636	1227	1244	8580	2696	5304	2612	4778	2323
KO:K16788	niacin transporter	3	0	4	0	4	0	0	0	0	0	4	4
KO:K16789	thiamine transporter	0	19	0	3	0	0	0	0	0	146	4	0
KO:K16790	mothers against decapentaplegic homolog 5	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16791	mothers against decapentaplegic homolog 9	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16792	methanogen homoaconitase large subunit [EC:4.2.1.114]	76	52	43	50	35	44	18	19	28	31	91	85
KO:K16793	methanogen homoaconitase small subunit [EC:4.2.1.114]	60	12	31	16	26	21	44	27	15	28	72	47
KO:K16794	platelet-activating factor acetylhydrolase IB subunit alpha	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16795	platelet-activating factor acetylhydrolase IB subunit beta/gamma [EC:3.1.1.47]	5	9	10	4	8	0	7	0	0	0	0	5
KO:K16796	transcription factor SOX2 (SOX group B)	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16797	zinc finger protein GLI1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16798	zinc finger protein GLI2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16799	transcriptional activator cubitus interruptus	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16800	aurora kinase A and ninein-interacting protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16801	centrosomal protein CEP19	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16802	centrosomal protein CEP70	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16803	cytoskeleton-associated protein 5	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16804	disks large-associated protein 5	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16805	protein FAM83D	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16806	MAP7 domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16807	MAP7 domain-containing protein 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16808	nuclear mitotic apparatus protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16809	protein QN1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16810	TBCC domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16811	trichoplein keratin filament-binding protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16812	targeting protein for Xklp2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16813	patatin-like phospholipase domain-containing protein 1 [EC:3.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16814	patatin-like phospholipase domain-containing protein 5 [EC:3.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16815	calcium-independent phospholipase A2-gamma	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16816	patatin-like phospholipase domain-containing protein 2 [EC:3.1.1.3]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16817	HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16818	phospholipase A1 [EC:3.1.1.32]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16819	angiomotin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16820	WW domain-containing transcription regulator protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16821	FERM domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16822	FERM domain-containing protein 6	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16823	apoptosis-stimulating of p53 protein 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16824	low affinity immunoglobulin gamma Fc region receptor II-c	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16825	carcinoembryonic antigen-related cell adhesion molecule 19	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16826	signal-regulatory protein beta 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16827	signal-regulatory protein delta	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16828	pimples	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16829	protein three rows	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16830	aurora kinase A-interacting protein	0	0	0	0	0	0	0	0	0	0	4	0
KO:K16831	protein aurora borealis	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16832	enhancer of filamentation 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16833	protein phosphatase inhibitor 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16834	sclerostin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16835	cholesteryl ester transfer protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16836	T-cell leukemia/lymphoma 1B	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16837	mature T-cell proliferation-1 type B1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16838	urate oxidase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:1.7.3.3 4.1.1.97]	46	74	48	109	84	65	0	7	5	3	41	79
KO:K16839	FAD-dependent urate hydroxylase [EC:1.14.13.113]	139	113	76	150	63	59	699	19	93	22	232	59
KO:K16840	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]	797	704	904	897	460	362	868	89	337	177	1895	1046
KO:K16841	allantoin racemase [EC:5.1.99.3]	188	191	203	160	156	144	373	63	115	56	422	343
KO:K16842	allantoinase [EC:3.5.2.5]	42	19	30	63	32	55	8	12	11	18	40	32
KO:K16843	(S)-sulfolactate dehydrogenase [EC:1.1.1.310]	282	219	233	157	277	150	210	101	124	139	393	304
KO:K16844	(2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338]	221	368	273	307	250	272	206	170	209	191	1151	561
KO:K16845	(2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24]	305	277	231	213	146	191	896	564	283	205	478	213
KO:K16846	(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]	680	574	645	500	288	547	789	566	543	264	804	862
KO:K16847	T-lymphoma invasion and metastasis-inducing protein 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16848	Ras GTPase-activating-like protein IQGAP1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16849	altronate dehydratase small subunit [EC:4.2.1.7]	36	54	44	12	28	51	21	15	128	18	95	98
KO:K16850	altronate dehydratase large subunit [EC:4.2.1.7]	55	91	155	44	59	83	731	359	715	184	214	466
KO:K16851	high affinity immunoglobulin alpha and immunoglobulin mu Fc receptor	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16852	SLAM family member 6	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16853	SLAM family member 8	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16854	ecotropic viral integration site 2B protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16855	U8 snoRNA-decapping enzyme [EC:3.6.1.62 3.6.1.64]	0	0	0	0	0	4	0	0	0	0	8	0
KO:K16856	ureidoglycolate lyase [EC:4.3.2.3]	355	557	482	701	349	552	685	349	194	390	880	426
KO:K16857	thrombospondin 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16858	vascular endothelial growth factor B	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16859	placenta growth factor	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16860	phospholipase D3/4 [EC:3.1.4.4]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16861	inactive phospholipase D5	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16862	mitochondrial cardiolipin hydrolase [EC:3.1.4.-]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16863	microRNA 21	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16864	microRNA 10a	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16865	programmed cell death protein 4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16866	metalloproteinase inhibitor 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16867	NUDT16-like protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16868	tellurite methyltransferase [EC:2.1.1.265]	173	50	71	84	21	67	196	44	332	65	115	84
KO:K16869	octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]	3	4	23	0	7	17	12	0	3	0	19	8
KO:K16870	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]	172	395	221	351	191	271	21136	79	465	159	1022	319
KO:K16871	4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]	1039	1719	1489	1787	1232	1248	782	1186	369	676	1626	902
KO:K16872	beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207]	229	227	101	66	128	65	41	19	37	48	142	212
KO:K16873	5-(hydroxymethyl)furfural/furfural oxidase [EC:1.1.3.47 1.1.3.-]	673	1120	1093	1330	1039	975	742	661	317	511	1564	588
KO:K16874	"2,5-furandicarboxylate decarboxylase 1"	1008	2579	2124	2067	1418	1851	7026	2584	3554	1895	9386	2066
KO:K16875	"2,5-furandicarboxylate decarboxylase 2"	53	12	64	40	5	6	0	13	40	28	59	105
KO:K16876	2-furoate---CoA ligase [EC:6.2.1.31]	436	687	724	793	387	762	937	733	651	365	1863	618
KO:K16877	2-furoyl-CoA dehydrogenase large subunit [EC:1.3.99.8]	2275	3366	3620	2771	1785	2861	5305	2210	3931	1868	7814	3958
KO:K16878	2-furoyl-CoA dehydrogenase FAD binding subunit [EC:1.3.99.8]	218	420	468	435	246	420	208	249	156	190	696	153
KO:K16879	2-furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit [EC:1.3.99.8]	153	375	382	356	216	332	364	207	138	165	645	205
KO:K16880	2-oxoglutaroyl-CoA hydrolase	310	531	556	560	300	496	701	287	294	380	1281	347
KO:K16881	mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]	3268	3922	3736	2769	2143	2655	7887	1907	3651	2166	7399	4279
KO:K16882	protein piccolo	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16883	heat-stable enterotoxin STa/STI	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16884	heat-stable enterotoxin STb/STII	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16885	"quinone-modifying oxidoreductase, subunit QmoA"	40	40	29	27	9	78	91	44	15	104	240	2
KO:K16886	"quinone-modifying oxidoreductase, subunit QmoB"	45	54	59	47	18	134	106	60	39	115	199	18
KO:K16887	"quinone-modifying oxidoreductase, subunit QmoC"	25	47	73	42	7	78	104	43	29	123	402	5
KO:K16888	zinc-activated ligand-gated ion channel	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16889	cation channel sperm-associated protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16890	cation channel sperm-associated protein 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16891	cation channel sperm-associated protein 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16892	cation channel sperm-associated protein 4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16893	cation channel sperm-associated protein subunit beta	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16894	cation channel sperm-associated protein subunit gamma	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16895	cation channel sperm-associated protein subunit delta	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16896	two pore calcium channel protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16897	two pore calcium channel protein 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16898	ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]	1691	2736	2034	1927	1685	1566	2736	490	1692	969	5007	4411
KO:K16899	ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12]	571	961	594	512	541	554	269	141	341	240	1074	1247
KO:K16900	"two pore calcium channel protein, plant"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16901	anthranilate 3-monooxygenase (FAD) / 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.8 1.14.14.9]	68	111	185	72	77	40	33	97	62	67	171	164
KO:K16902	FAD reductase [NAD(P)H] [EC:1.5.1.45]	0	0	0	0	0	0	7	0	0	0	12	0
KO:K16903	L-tryptophan---pyruvate aminotransferase [EC:2.6.1.99]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16904	dCTP diphosphatase [EC:3.6.1.12]	0	18	0	3	9	0	0	6	10	0	15	7
KO:K16905	fluoroquinolone transport system permease protein	3	3	0	2	0	0	0	0	11	13	12	0
KO:K16906	fluoroquinolone transport system permease protein	42	14	28	8	10	0	3	3	11	22	50	4
KO:K16907	fluoroquinolone transport system ATP-binding protein [EC:3.6.3.-]	9	7	11	12	0	5	0	0	8	16	21	8
KO:K16908	chloroplast NAD(P)H dehydrogenase [EC:1.6.99.-]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16909	disintegrin and metalloproteinase domain-containing protein 18 [EC:3.4.24.-]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16910	receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16911	ATP-dependent RNA helicase DDX21 [EC:3.6.4.13]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16912	ribosomal biogenesis protein LAS1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16913	"proline-, glutamic acid- and leucine-rich protein 1"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16914	bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 [EC:1.14.11.- 1.14.11.27]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16915	nickel transport protein	34	177	68	77	389	51	388	266	88	141	176	41
KO:K16916	putative peptide transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16917	putative peptide transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16918	acetoin utilization transport system permease protein	0	12	4	6	0	0	0	0	0	3	0	0
KO:K16919	acetoin utilization transport system permease protein	0	0	3	3	2	0	0	0	0	0	0	0
KO:K16920	acetoin utilization transport system ATP-binding protein	0	7	5	2	0	0	0	0	8	0	12	10
KO:K16921	acetoin utilization transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16922	putative peptide zinc metalloprotease protein	1985	2069	1729	1773	1723	1424	1623	789	2098	1205	5979	2475
KO:K16923	energy-coupling factor transport system substrate-specific component	620	265	459	251	166	264	114	169	554	84	760	449
KO:K16924	energy-coupling factor transport system substrate-specific component	294	41	81	91	63	68	240	161	591	243	141	17
KO:K16925	energy-coupling factor transport system substrate-specific component	212	105	96	107	76	36	692	181	78	112	229	98
KO:K16926	energy-coupling factor transport system substrate-specific component	4	14	7	5	15	3	4	4	0	11	3	34
KO:K16927	energy-coupling factor transport system substrate-specific component	486	566	502	327	325	267	787	61	593	119	1363	1057
KO:K16928	energy-coupling factor transport system substrate-specific component	91	112	115	139	89	53	472	221	216	381	327	23
KO:K16929	energy-coupling factor transport system substrate-specific component	0	0	0	0	0	0	0	20	0	0	3	0
KO:K16930	tRNA(cytosine8) deaminase [EC:3.5.4.35]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16931	"steroidogenic acute regulatory protein, mitochondrial"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16932	C->U-editing enzyme APOBEC1 [EC:3.5.4.36]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16933	heme bearing subunit I of the terminal oxidase	3	0	3	0	151	0	308	17	0	14	85	10
KO:K16934	terminal oxidase subunit	0	0	0	3	10	4	1	11	0	3	0	0
KO:K16935	terminal oxidase small hydrophobic subunit	0	0	0	0	0	0	0	3	0	3	0	0
KO:K16936	thiosulfate dehydrogenase [quinone] small subunit [EC:1.8.5.2]	0	0	0	0	0	0	128	3	0	0	0	0
KO:K16937	thiosulfate dehydrogenase [quinone] large subunit [EC:1.8.5.2]	3555	2081	3022	2265	1688	2018	3791	2227	2941	1954	5569	1303
KO:K16938	septin 3/9/12	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16939	septin 6/8/11	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16940	septin 10	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16941	septin 14	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16942	septin 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16943	septin 4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16944	septin 7	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16945	cell division control protein 11	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16946	seventh homolog of septin 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16947	sporulation-regulated protein 28	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16948	cell division control protein 12	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16949	amine sulfotransferase [EC:2.8.2.3]	0	0	0	0	0	3	0	0	0	0	4	0
KO:K16950	anaerobic sulfite reductase subunit A	0	0	0	0	0	0	0	2	0	0	5	0
KO:K16951	anaerobic sulfite reductase subunit B	4	4	0	0	3	13	0	0	0	0	0	3
KO:K16952	sulfur oxygenase/reductase [EC:1.13.11.55]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16953	dimethylpropiothetin dethiomethylase [EC:4.4.1.3]	0	0	0	0	0	0	0	0	2	0	0	0
KO:K16954	methylthiol:coenzyme M methyltransferase [EC:2.1.1.251]	0	4	0	0	0	0	0	0	0	0	0	0
KO:K16955	methylated-thiol--corrinoid protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16956	L-cystine transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16957	L-cystine transport system substrate-binding protein	9	10	7	20	14	9	16	0	3	14	11	8
KO:K16958	L-cystine transport system permease protein	7	3	0	10	10	0	6	0	0	11	0	0
KO:K16959	L-cystine transport system permease protein	2	3	0	2	0	2	6	0	0	0	0	4
KO:K16960	L-cystine transport system ATP-binding protein [EC:3.6.3.-]	31	22	24	18	5	12	10	8	6	4	22	42
KO:K16961	putative amino-acid transport system substrate-binding protein	9	10	7	5	0	0	0	11	0	0	7	11
KO:K16962	putative amino-acid transport system permease protein	0	0	0	0	0	4	0	7	0	0	0	0
KO:K16963	putative amino-acid transport system ATP-binding protein [EC:3.6.3.-]	13	31	9	6	19	19	30	13	0	12	18	48
KO:K16964	dimethylsulfide dehydrogenase subunit alpha [EC:1.8.2.4]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K16965	dimethylsulfide dehydrogenase subunit beta	0	0	0	0	0	0	0	0	0	0	0	0
